userName,content,score,thumbsUpCount,at
Naja Elhazard,bagus banget,5,0,2026-07-01 10:40:20
Tania Dwi aqila,iklannya sangat MENGGANGU.,1,0,2026-07-01 10:38:59
gibran Pratama,"sekarang paket lama bangat dtng nya kadang suka melewati batasan tanggal sampai bisa lewat sampai 2 minggu dari tanggal ketentuan nya, :( maaf shoppe 🙏",2,0,2026-07-01 10:38:54
Aink Baonk09,kurirnya kadang bawel dan membagongkan,5,0,2026-07-01 10:38:08
Admin Sitapa,"Banyak voucer gratis ongkirnya, dan diskonnya. tp sayang yang gratis ongkir pengirimannya sangat lama. estimasi pengirimannya juga sering berubah-ubah.",5,0,2026-07-01 10:37:49
Rifha Datundugon gobel,sangat baik,5,0,2026-07-01 10:37:30
Habilal Ridho,"tolong dong iklannya jangan terlalu maksa, ga ke klik tiba tiba masuk ke aplikasi nyaa, saya udh cape yaa saking sering nya sampe hp saya tu ngelag, tolong yaa di perbaiki",1,0,2026-07-01 10:36:37
rahmad effendy,iklan nya tolol bgt,1,0,2026-07-01 10:35:56
Alya Firanisya,iklan nya maksa,1,0,2026-07-01 10:35:03
Tani sukses,lebih memudahkan berbelanja online dan harga lebih terjakau dan kualitas barang.mantap,5,0,2026-07-01 10:34:56
amroe indirwan,"​Aplikasi Belanja Paling Lengkap dan Banyak Promo! Shopee masih jadi andalan utama saya kalau buat belanja online. Variasi barangnya paling lengkap, harganya kompetitif, dan metode pembayarannya sangat fleksibel (bisa pakai ShopeePay, transfer, sampai COD). Fitur Gratis Ongkir dan voucher diskonnya sangat membantu menghemat pengeluaran, terutama pas promo tanggal kembar. Shopee Food dan fitur bayar tagihannya juga bikin aplikasi ini jadi one-stop solution buat kebutuhan sehari-hari.",5,0,2026-07-01 10:34:52
Pipit Yani,senang memakai apk ini,5,0,2026-07-01 10:33:40
Rian,iklan nya sangat menggangu,1,0,2026-07-01 10:33:38
marzuki kb,baik,4,0,2026-07-01 10:33:21
EgoKharisma Darmawan,pengiriman cepat,5,0,2026-07-01 10:30:16
Qgsu Fzy,"iklannya dikit aja, kek maksa tau gk",1,0,2026-07-01 10:29:50
Nazofah Sakhi,"iklan nya berlebihan, kadang gak mencet tanda silang tiba tiba ke aplikasi nya langsung",1,0,2026-07-01 10:29:39
Ernes Dian Permata Sari,iklan lo caper,1,0,2026-07-01 10:28:55
athmat mhmmd,KALO BIKIN IKLAN GAUSAH MAKSA GAUSAH PAKE TANDA X PALSU,5,0,2026-07-01 10:28:20
Syauqinah Salsabila,iklannya maksa,1,0,2026-07-01 10:27:28
Jack Aw,apkgoblok,1,0,2026-07-01 10:25:19
alexander duggan,iklan aplikasi ini sangat menganggu dan ga wajar..beda dari aplikasi lainyaa hanya sekedar iklan ..tapi shope ini di paksa harus ke aplikasi..lagi enak enak buka aplikasi tiba tiba harus ke shopee..dan gwe benci banget sama ini aplikasi,1,0,2026-07-01 10:24:57
Miko Kediri,sangat buruk paket datang jam 7 malam,1,0,2026-07-01 10:21:46
Nandria Purwa,"bagus, gampang dimengerti, murah, banyak discount the best pokoknya",5,0,2026-07-01 10:21:40
ARRasyid ACIXZ,suka belanja online klo gak ada di desa?,5,0,2026-07-01 10:21:40
Azrof Ramadanie,barang bagus harga terjangkau mantap pokok nya,5,0,2026-07-01 10:21:19
Andnws 788,kalo iklan yg ngotak dikit mencet tanda silang malah masuk ke apk mana dikeluarin susah banget,1,0,2026-07-01 10:18:39
Irwan Panjaitan,mantap dengan adanya promo toko dan gratis ongkir. jaya terus Shoppe Indonesia 👍,5,0,2026-07-01 10:17:20
Balqis Nazwa,iklan nya maksa banget,1,0,2026-07-01 10:14:31
Alya Zahra,keren km,4,0,2026-07-01 10:13:54
Go MoD,KENAPA DAERAH TENGGARA TUKANG PAKET NYA NGGAK MAU ANTARAIN SAYA SUDAH 2 KALI PESAN NGGAK PERNAH NYAMPE TERUS TIBA TIBA PAKET DI BALATAIN GITU AJA UDAH NUNGGU LAMA PAKET DI BATALKN GUTU AJA MOHON DI TINJAU DAERAH POMALA DESA OKOTOBU NGGAK ADA KURIR YANG MAU ANTAR PAKET,1,0,2026-07-01 10:13:52
Sahat Mika,bagus tapi harus verifikasi untuk diskon tolong dong ganti verifikasi nya jangan pake wajah sm KTP kan privasi ganti sama no wa,5,0,2026-07-01 10:13:10
Mam Mamku,bagus,5,0,2026-07-01 10:13:06
Yunica Magdalenasianipar,iklan gaje,1,0,2026-07-01 10:12:02
Putri sel diva,pengiriman nyaa lamaa bangettt ...pakett akuu udahh seminggu belumm datengg jugaaa,3,0,2026-07-01 10:10:51
Adek_Dexin,"tolong buat mudah melewati iklan ini, saya sudah muak karena iklan ini terus memaksa saya.",1,0,2026-07-01 10:10:46
Tzyn,aplikasi tolol sell in Singapur,1,0,2026-07-01 10:09:10
Dewi Amalia,ga suka bgt.iklan nya terlalu maksa.g suka,2,0,2026-07-01 10:07:44
Tasya nada maya shofa,iklan sangat mengganggu,3,0,2026-07-01 10:07:33
asep Habe,aplikasi yg memudahkan untuk beanja keperluan,5,0,2026-07-01 10:07:00
Aprijan Aprijan,sukses selalu untuk shopee paylater karena telah banyak membantu pembayaran di segala kebutuhan terima kasih,5,0,2026-07-01 10:05:34
Namira Zarita,lebih seru dan cepat datang nya dan barang sesuai sama yang datang tapi katanya ada juga barang yang gak sesuai sama foto nya Alhamdulillah aku belum dapat yang kayak gitu aku dapat nya yang sesuai trus smoga kalian ga pernah dapat yang kayak gitu begitu juga dengan aku aminn🫰🏻🙌🏻🙌🏻,5,0,2026-07-01 10:05:07
Rusmi Yati,baguss,5,0,2026-07-01 10:04:45
Reno Sekawan,info posisi pengriman pesanan smkin jelek.aneh.,5,0,2026-07-01 09:58:49
Fathul Rozak akbar,fomo tapi emang iklan nya sebanyak itu ya,1,0,2026-07-01 09:56:48
Zulfikar Visal Rand,bagus,5,0,2026-07-01 09:56:22
criss tann,gk bisa mesen gk ada jasa kirim mulu,1,0,2026-07-01 09:54:43
Adi Kalomang,apk belanja online yang full dengan diskon dan ongkir gratis,5,0,2026-07-01 09:54:20
Al Diaz,singapura konto1,1,0,2026-07-01 09:53:53
VIRAAA CANIAA,"bagus dan murah"" TAPI KURIR NYA SELALU MERETUR PESANAN, DIA BILANG SAYA TIDAK DI RUMAH, PADAHAL SAYA SELALU STAY DI RUMAH",4,0,2026-07-01 09:51:13
angler merangin,"app ok,di jasa kurirnya yg kacau tidak mau mengantar COD,tiba tiba paket di kembalikan chat nelpon juga tidak.khusus kurir daerah merangin Pamenang barat,jambi",2,0,2026-07-01 09:48:56
Siska Yulianasari,bagusss,5,0,2026-07-01 09:48:17
Siana mahenu Meyling mahenu,bagus,5,0,2026-07-01 09:47:07
ajeng kusuma,"iklannya terlalu maksa, padahal ga mencet apapun malah dipaksa ngebuka apknya bngt",1,0,2026-07-01 09:46:42
Dedi Amang,kalo bikin iklan ngotak dikit coba,2,0,2026-07-01 09:45:49
Azzura,benerin iklan lu,1,0,2026-07-01 09:43:10
Wily Wolo,"berguna yang suka bershoping, dan tidak mahal",5,0,2026-07-01 09:42:09
Nadia Nadia,plis deh g suka bgt ama iklan nya jangan maksa bgt buat donglot/gmna pun itu nganggu bgt tau ga! apa' iklan shopee banyak kali setiap di apk pasti ada iklan shopee risih tau ga kalo bisa mah benerin lagi yang bnr iklan jangan maksa' gtu🙏🏻😞,1,0,2026-07-01 09:42:03
Debby Inayah,"ga tau ah kesel, pembatalan nya ga bisa 2 kali. jadi kalo udh 1× dibatalin ga bisa lagi. mau ngasih saran aja sih tolong Adain nomor kurir yg nganter nya dong, soalnya susah kalo mau ngecht bilang lagi ga ada di rumah",2,0,2026-07-01 09:41:50
Nabila Onap,"sangat baik,beli dishopi lebih gampang lebih murah,banyak diskon",5,0,2026-07-01 09:41:46
Alma Aulia,"please lah ini aplikasi ke gak guna banget, pas gak butuh aja ada iklan yang nge checkout in barang padahal saya gak pesen giliran butuh. nih aplikasi gak mau kebuka, tolol",2,0,2026-07-01 09:39:19
Yudi Prayitno,soal pengembalian nomor 2606300ETKXJSRY saya dan penjual sudah ok kalau barangnya dikembalikan. tapi sama shopee malah di tinjau dan pengembalian saya di batalkan. katanya kurang bukti. mau bukti apa lagi??? costomer servicenya luwama responya katanya mau segera di tinjau tapi belum di tinjau sampai saat ulasan ini saya buat. tolong segera di respon itu cs nya,1,0,2026-07-01 09:38:57
Chindy,"tolong deh ya iklanya ganggu bgt, bisa gasi diilangin aja? cape cape ngedit nugas malah muncul iklan lu mulu. nyusahin.",1,0,2026-07-01 09:38:24
raisyaa nh17,"IKLAN NYA DIMANA"", SUKA LAMA, KADANG TANDA SELESAI IKLAN NYA PALSU, jujur ini nge ganggu bgt, kadang juga iklan nya tu pas udah teken tanda silang malah nambah lgi, jadi hrus nunggu lama, ganggu",1,0,2026-07-01 09:36:48
Yusuf Islami,"bismillah kont0lnya admin shopee pecah, iklannya ngeselin. #SellSingapure #BuyIndonesia",1,0,2026-07-01 09:33:43
Faris Widodo,sell Singapore,1,0,2026-07-01 09:33:27
Nadhifa Aliyya Goliz,"diskon+promo sih banyak,ongkir gak yg mahal banget,tapi iklannya ituloh,buat apa pake tanda X palsu?? biar orang pencet trs ke apk nya? ngeselin asli banyak apk lain yg kayak gtu tapi yah ini tuh iklannya bener2 susah banget buat diskip soalnya kalo pencet X ke apk nya mulu,mending gausah buat X palsu kayak gtu,mayoritas di indo jg orang punya apk shopee",2,0,2026-07-01 09:32:39
Aidan Dwi,sangat membatu,5,0,2026-07-01 09:32:11
Daniel Chriatian,"pelayanan parah,CS gak 24 jam suruh lewat live chat org kena scam atau penipuan gak ada yg bisa bantu gak lagi pakai shope",1,0,2026-07-01 09:31:06
Hidup Damai,iklan shopee ini maksa banget tau nggak suka banget iuhh🤮🤮 dan live nya shopee mirip sarwendah 😹😹,1,0,2026-07-01 09:30:53
Si Alau,Bgus sih,5,0,2026-07-01 09:30:03
Erni,bagus,4,0,2026-07-01 09:29:53
Julio Marvello,senanggg,5,0,2026-07-01 09:29:51
Nana Nana,iklanya ngga ngotak,1,0,2026-07-01 09:28:29
Zakaria Sikoembang,bgus,5,0,2026-07-01 09:28:21
Erinalii Damiii,tolong iklan nya dependekin udah lama tanda silang palsu gak ke pencat masuk ke apk nya jujur ngeganggu bange,1,0,2026-07-01 09:27:58
Raffa,"iklannya ganggu banget sumpah, apaan bgt tiba tiba langsung diarahin ke aplikasi, anehhh",1,0,2026-07-01 09:26:37
Maya Ri,baikkk,3,0,2026-07-01 09:26:20
Ryan Prayogo,"gak usah pasang iklan, dikira iklan bsa bikin orang donlot aplikasi lu, yg ada pada dongkol gara2 iklan lu sopitod",1,0,2026-07-01 09:23:33
Aqiva,"Iklannya GANGGU banget sumpah, lagi seru serunya baca manhwa di apk DI TELEPORT KE SHOPEE, kesel banget, tolong ya jangan hobi tiba-tiba teleport ke shopee, maksa banget iklannya, lain kali jangan ngeselin ya",3,0,2026-07-01 09:21:26
Angga Woksor,bagus,5,0,2026-07-01 09:20:25
Naila Ibril,"IKLAN LU DIMANA MANA BUJANG, GANGGU BANGETTT BUSETTTTT",1,0,2026-07-01 09:20:01
Rehab haha,The best kalau soal menyenangkan pelanggan,5,0,2026-07-01 09:19:16
Muhammad Raffa Arsyaf,min bagi potongan harga 12 juta mau beli iphone hehe,5,0,2026-07-01 09:18:32
Hanna ana,okelah,5,0,2026-07-01 09:16:16
Inaya Inaya,jelek sering barang gak sesuai,1,0,2026-07-01 09:16:02
Mufaat Fathul,bagus,5,0,2026-07-01 09:15:34
Dessyechie,aplikasi gak jelas lagi nonton film kebuka shope sendiri aplikasi sampahh,1,0,2026-07-01 09:15:29
Andri maulana,good,5,0,2026-07-01 09:14:42
faisa azizi,kebanyakan iklan,1,0,2026-07-01 09:14:15
Minwey Cantik,aplikasinya bagus banget gratis ongkir harganya murah-murah tiap hari ada aja yg diskon makasih ya udah udah nyatain aplikasi ini Syukron i love you yang udah nyiptain aplikasi ini 💝💝💝💝💝,5,0,2026-07-01 09:13:04
Rizka Pbhn,IKLAN LU GANGGU,1,0,2026-07-01 09:09:31
Basri Mdiah,sangat membantu,5,0,2026-07-01 09:08:27
Jen Oce,pokok nya top banget,5,0,2026-07-01 09:08:08
Rolis Majite,sangat memuaskan,5,0,2026-07-01 09:04:32
Hardy Iskandar,semusnya..lancar..pokoknamahmoalkaduhung..,5,0,2026-07-01 09:01:31
Bejo Ahya,bguss,5,0,2026-07-01 08:58:48
Dadan Ramdhani,bismillah...,5,0,2026-07-01 08:55:52
Nurliana aulia rahmah,"buruk bgt barang 800 an ,cacad gbsa dipake kena efek sampingnya diretur yang menang malah penjualnya krna mungkin gede,kecewa bgt mana efek sampingnya diclaim dri shope lelet bnyak berkas ,saranku dripada claim efek samping mending gausah buang"" duit keshope",1,0,2026-07-01 08:55:36
ahmad darmawan,bagus dan nyaman digunakan.,5,0,2026-07-01 08:55:11
Pak dekula,mantap,5,0,2026-07-01 08:54:29
M.Angga Angga,mantap,5,0,2026-07-01 08:51:46
Lucky Prabowo,akun ku engga bisa di pake lagi kenapa?,4,0,2026-07-01 08:51:39
Aldo Ismail,iklan dimana2 aplikasi unfaedah,1,0,2026-07-01 08:49:40
Fahmi Nur Wahid,makasih 0 Rp nya🥰,5,0,2026-07-01 08:49:31
Suhar Giani,pelayanan cepat dan tanggap,5,0,2026-07-01 08:49:10
chikateng ateng,ok,1,0,2026-07-01 08:48:48
Izumi,"Gk konsisten bangwt netapin harga layanan. Udh nambah biaya pesanan kecil, pesanan toko jg pada di mark up. Harga layanan naik turun kyk performa aplikasinya bagus aja. Mending kurang2in spam iklan di aplikasi lain deh biar neken biaya iklan jg",1,0,2026-07-01 08:47:29
Nada Surga,"buruk banget wkwk, aplikasi banyak bug",1,0,2026-07-01 08:45:46
Lah Ram,",👍👍👍",5,0,2026-07-01 08:44:53
Gepeng Squad,aplikasi cocok buat belanja pakaian atau pun barang lainnya fiturnya enak semua,5,0,2026-07-01 08:44:11
Muhamad Azzam,iklan nya nge spam banget mana ada lagi silang yang bohongan,5,0,2026-07-01 08:43:25
Rimuru Tempest,plis lah kalo buat iklan jangan terlalu maksa di semua apk lu ada terus boleh promosi cuman jangan terlalu memaksa orang shopee selalu ada jirr,2,0,2026-07-01 08:42:36
Joko Setiyo,"pengiriman lama sekali gak sampai"" bikin mood belanja hilang",1,0,2026-07-01 08:42:17
Yayah Mulyati,jjelek,1,0,2026-07-01 08:40:01
Natasha Aisyah Rani,iklan lu banyak banget,1,0,2026-07-01 08:37:57
Cika Tambunan,"jijik deh aplikasinya maksa banget, dimana mana iklan terus langsung masuk ke shopee maksa kali. kalau org gamau gausah",1,0,2026-07-01 08:37:46
naila khoirunnisa,"aplikasi kalian emg aplikasi belanja yang bagus, selalu jadi andalan saya kalau mau belanja. tapi tolong banget deh ya, iklan kalian tu udah ditahap mengganggu banget, tolong diperbaiki lagi untuk iklannya",1,0,2026-07-01 08:37:27
Raisa Mahardian,"aplikasiny kikir,banyak bet behhh iklanya,mna maksa bet buat masuk aplikasinya",1,0,2026-07-01 08:36:20
Ffo mo,lambat,1,0,2026-07-01 08:34:35
Siprianus Johan,masih mencoba,1,0,2026-07-01 08:30:21
Zacky Vengeance,"paket saya di maling. sampe sekarang dana belum kembali. busuk banget ini spx. pihak shopee jg seakan"" ngelindungin si maling. buat yg lain, hati"" aja klo pke spx, banyak malingnya",1,1,2026-07-01 08:28:29
Saiful ful_haijau romadhon,bagusss tapi kadang ga sesuai,2,0,2026-07-01 08:27:38
Satria Zey,ga bisa daftar no.mer,1,0,2026-07-01 08:25:47
Ahmad Fauzi Romadhon,aplikasi bagus,5,0,2026-07-01 08:23:21
mira,apk bagus tpi mohon iklan nya yg masuk akal,5,0,2026-07-01 08:23:09
jestyas Beatrice,"tolong iklan nya di kurangi,jadi apk jgn maksa bgt. mana kalau kita mau skip iklannya dia malah masuk ke apk nya, tolong dong!!",1,0,2026-07-01 08:22:24
Agustinus Subekti,TDK bisa cod,4,0,2026-07-01 08:20:55
Yunarita,Iklan lu kurang ajar banget,1,0,2026-07-01 08:20:34
